pin,slack
DACController_1/temp_7_cry_4:B,-1360
DACController_1/temp_7_cry_4:C,-1502
DACController_1/temp_7_cry_4:CC,-1359
DACController_1/temp_7_cry_4:D,
DACController_1/temp_7_cry_4:P,-1502
DACController_1/temp_7_cry_4:S,-1359
DACController_1/temp_7_cry_4:UB,
ccu25_data_0_iobuf[1]/U0/U_IOENFF:A,
ccu25_data_0_iobuf[1]/U0/U_IOENFF:Y,
ControlDecoder_1/lathed_data_from_hptdc_0_sqmuxa_i_o2_RNI9M4K:A,
ControlDecoder_1/lathed_data_from_hptdc_0_sqmuxa_i_o2_RNI9M4K:B,
ControlDecoder_1/lathed_data_from_hptdc_0_sqmuxa_i_o2_RNI9M4K:C,-5688
ControlDecoder_1/lathed_data_from_hptdc_0_sqmuxa_i_o2_RNI9M4K:D,-3386
ControlDecoder_1/lathed_data_from_hptdc_0_sqmuxa_i_o2_RNI9M4K:Y,-5688
ControlDecoder_3/counter_19_1_0_a2_0_0_0[2]:A,
ControlDecoder_3/counter_19_1_0_a2_0_0_0[2]:B,
ControlDecoder_3/counter_19_1_0_a2_0_0_0[2]:C,
ControlDecoder_3/counter_19_1_0_a2_0_0_0[2]:D,
ControlDecoder_3/counter_19_1_0_a2_0_0_0[2]:Y,
DACController_1/un2_sclock_counter_1lto13:A,-3266
DACController_1/un2_sclock_counter_1lto13:B,-3322
DACController_1/un2_sclock_counter_1lto13:C,-4560
DACController_1/un2_sclock_counter_1lto13:D,-4750
DACController_1/un2_sclock_counter_1lto13:Y,-4750
ccu25_data_3_iobuf[7]/U0/U_IOENFF:A,
ccu25_data_3_iobuf[7]/U0/U_IOENFF:Y,
ControlDecoder_2/run_number[7]:ADn,
ControlDecoder_2/run_number[7]:ALn,
ControlDecoder_2/run_number[7]:CLK,651
ControlDecoder_2/run_number[7]:D,1750
ControlDecoder_2/run_number[7]:EN,-3975
ControlDecoder_2/run_number[7]:LAT,
ControlDecoder_2/run_number[7]:Q,651
ControlDecoder_2/run_number[7]:SD,
ControlDecoder_2/run_number[7]:SLn,
ControlDecoder_1/run_number_buffer[1]:ADn,
ControlDecoder_1/run_number_buffer[1]:ALn,
ControlDecoder_1/run_number_buffer[1]:CLK,1750
ControlDecoder_1/run_number_buffer[1]:D,
ControlDecoder_1/run_number_buffer[1]:EN,-3978
ControlDecoder_1/run_number_buffer[1]:LAT,
ControlDecoder_1/run_number_buffer[1]:Q,1750
ControlDecoder_1/run_number_buffer[1]:SD,
ControlDecoder_1/run_number_buffer[1]:SLn,-849
ControlDecoder_0/data_to_hptdc[6]:ADn,
ControlDecoder_0/data_to_hptdc[6]:ALn,
ControlDecoder_0/data_to_hptdc[6]:CLK,161
ControlDecoder_0/data_to_hptdc[6]:D,
ControlDecoder_0/data_to_hptdc[6]:EN,-4931
ControlDecoder_0/data_to_hptdc[6]:LAT,
ControlDecoder_0/data_to_hptdc[6]:Q,161
ControlDecoder_0/data_to_hptdc[6]:SD,
ControlDecoder_0/data_to_hptdc[6]:SLn,-734
ControlDecoder_0/data_to_hptdc[4]:ADn,
ControlDecoder_0/data_to_hptdc[4]:ALn,
ControlDecoder_0/data_to_hptdc[4]:CLK,161
ControlDecoder_0/data_to_hptdc[4]:D,
ControlDecoder_0/data_to_hptdc[4]:EN,-4931
ControlDecoder_0/data_to_hptdc[4]:LAT,
ControlDecoder_0/data_to_hptdc[4]:Q,161
ControlDecoder_0/data_to_hptdc[4]:SD,
ControlDecoder_0/data_to_hptdc[4]:SLn,-734
ControlDecoder_2/instruction_8_0_a2_0_a3[5]:A,
ControlDecoder_2/instruction_8_0_a2_0_a3[5]:B,
ControlDecoder_2/instruction_8_0_a2_0_a3[5]:Y,
ccu25_data_2_iobuf[0]/U0/U_IOENFF:A,
ccu25_data_2_iobuf[0]/U0/U_IOENFF:Y,
JTAG_0/next_TAP_state[7]:ADn,
JTAG_0/next_TAP_state[7]:ALn,
JTAG_0/next_TAP_state[7]:CLK,-2722
JTAG_0/next_TAP_state[7]:D,-810
JTAG_0/next_TAP_state[7]:EN,
JTAG_0/next_TAP_state[7]:LAT,
JTAG_0/next_TAP_state[7]:Q,-2722
JTAG_0/next_TAP_state[7]:SD,
JTAG_0/next_TAP_state[7]:SLn,
hptdc_event_reset_2_obuft/U0/U_IOOUTFF:A,
hptdc_event_reset_2_obuft/U0/U_IOOUTFF:Y,
ControlDecoder_1/threshold_voltage[1]:ADn,
ControlDecoder_1/threshold_voltage[1]:ALn,
ControlDecoder_1/threshold_voltage[1]:CLK,-3885
ControlDecoder_1/threshold_voltage[1]:D,1742
ControlDecoder_1/threshold_voltage[1]:EN,-4031
ControlDecoder_1/threshold_voltage[1]:LAT,
ControlDecoder_1/threshold_voltage[1]:Q,-3885
ControlDecoder_1/threshold_voltage[1]:SD,
ControlDecoder_1/threshold_voltage[1]:SLn,
DACController_0/sclock_counter[18]:ADn,
DACController_0/sclock_counter[18]:ALn,
DACController_0/sclock_counter[18]:CLK,-3367
DACController_0/sclock_counter[18]:D,-458
DACController_0/sclock_counter[18]:EN,
DACController_0/sclock_counter[18]:LAT,
DACController_0/sclock_counter[18]:Q,-3367
DACController_0/sclock_counter[18]:SD,
DACController_0/sclock_counter[18]:SLn,-1974
ControlDecoder_2/counter_19_i_1[2]:A,-4094
ControlDecoder_2/counter_19_i_1[2]:B,
ControlDecoder_2/counter_19_i_1[2]:C,-5312
ControlDecoder_2/counter_19_i_1[2]:D,-4175
ControlDecoder_2/counter_19_i_1[2]:Y,-5312
hptdc_trstn_2_obuf/U0/U_IOPAD:D,
hptdc_trstn_2_obuf/U0/U_IOPAD:E,
hptdc_trstn_2_obuf/U0/U_IOPAD:PAD,
hptdc_data_ready_2_ibuf/U0/U_IOINFF:A,
hptdc_data_ready_2_ibuf/U0/U_IOINFF:Y,
JTAG_3/jtag_bus_in_use:ADn,
JTAG_3/jtag_bus_in_use:ALn,
JTAG_3/jtag_bus_in_use:CLK,-3263
JTAG_3/jtag_bus_in_use:D,433
JTAG_3/jtag_bus_in_use:EN,
JTAG_3/jtag_bus_in_use:LAT,
JTAG_3/jtag_bus_in_use:Q,-3263
JTAG_3/jtag_bus_in_use:SD,
JTAG_3/jtag_bus_in_use:SLn,
ControlDecoder_3/un1_instruction46_14_0_3_i_o2_1_RNIF31N:A,
ControlDecoder_3/un1_instruction46_14_0_3_i_o2_1_RNIF31N:B,
ControlDecoder_3/un1_instruction46_14_0_3_i_o2_1_RNIF31N:C,-4192
ControlDecoder_3/un1_instruction46_14_0_3_i_o2_1_RNIF31N:D,
ControlDecoder_3/un1_instruction46_14_0_3_i_o2_1_RNIF31N:Y,-4192
JTAG_0/data_received_from_hptdc:ADn,
JTAG_0/data_received_from_hptdc:ALn,
JTAG_0/data_received_from_hptdc:CLK,-2110
JTAG_0/data_received_from_hptdc:D,-821
JTAG_0/data_received_from_hptdc:EN,
JTAG_0/data_received_from_hptdc:LAT,
JTAG_0/data_received_from_hptdc:Q,-2110
JTAG_0/data_received_from_hptdc:SD,
JTAG_0/data_received_from_hptdc:SLn,
DACController_1/cache1[11]:ADn,
DACController_1/cache1[11]:ALn,
DACController_1/cache1[11]:CLK,
DACController_1/cache1[11]:D,1734
DACController_1/cache1[11]:EN,-5705
DACController_1/cache1[11]:LAT,
DACController_1/cache1[11]:Q,
DACController_1/cache1[11]:SD,
DACController_1/cache1[11]:SLn,
ControlDecoder_0/lathed_data_from_hptdc[1]:ADn,
ControlDecoder_0/lathed_data_from_hptdc[1]:ALn,
ControlDecoder_0/lathed_data_from_hptdc[1]:CLK,600
ControlDecoder_0/lathed_data_from_hptdc[1]:D,-1828
ControlDecoder_0/lathed_data_from_hptdc[1]:EN,-3993
ControlDecoder_0/lathed_data_from_hptdc[1]:LAT,
ControlDecoder_0/lathed_data_from_hptdc[1]:Q,600
ControlDecoder_0/lathed_data_from_hptdc[1]:SD,
ControlDecoder_0/lathed_data_from_hptdc[1]:SLn,
ControlDecoder_0/instruction45_RNIMO7A:A,
ControlDecoder_0/instruction45_RNIMO7A:B,
ControlDecoder_0/instruction45_RNIMO7A:C,-4081
ControlDecoder_0/instruction45_RNIMO7A:D,
ControlDecoder_0/instruction45_RNIMO7A:Y,-4081
DACController_1/temp_14[12]:A,495
DACController_1/temp_14[12]:B,-1672
DACController_1/temp_14[12]:C,600
DACController_1/temp_14[12]:Y,-1672
ccu25_data_0_iobuf[7]/U0/U_IOENFF:A,
ccu25_data_0_iobuf[7]/U0/U_IOENFF:Y,
hptdc_serial_bypass_in_2_obuft/U0/U_IOENFF:A,
hptdc_serial_bypass_in_2_obuft/U0/U_IOENFF:Y,
hptdc_event_reset_2_obuft/U0/U_IOPAD:D,
hptdc_event_reset_2_obuft/U0/U_IOPAD:E,
hptdc_event_reset_2_obuft/U0/U_IOPAD:PAD,
JTAG_3/tdo_pad_o_2_7_i_m2_i_m2_bm:A,-1500
JTAG_3/tdo_pad_o_2_7_i_m2_i_m2_bm:B,-1598
JTAG_3/tdo_pad_o_2_7_i_m2_i_m2_bm:C,-3063
JTAG_3/tdo_pad_o_2_7_i_m2_i_m2_bm:D,-1898
JTAG_3/tdo_pad_o_2_7_i_m2_i_m2_bm:Y,-3063
ControlDecoder_3/instruction45:A,-4475
ControlDecoder_3/instruction45:B,
ControlDecoder_3/instruction45:Y,-4475
JTAG_2/tdo_pad_o_2_7_bm:A,-1551
JTAG_2/tdo_pad_o_2_7_bm:B,-1649
JTAG_2/tdo_pad_o_2_7_bm:C,-3098
JTAG_2/tdo_pad_o_2_7_bm:D,-1933
JTAG_2/tdo_pad_o_2_7_bm:Y,-3098
ControlDecoder_2/counter_19_i_a3_1_0[2]:A,-1865
ControlDecoder_2/counter_19_i_a3_1_0[2]:B,
ControlDecoder_2/counter_19_i_a3_1_0[2]:Y,-1865
DACController_1/sclock_counter_cry[30]:A,
DACController_1/sclock_counter_cry[30]:B,-527
DACController_1/sclock_counter_cry[30]:C,
DACController_1/sclock_counter_cry[30]:CC,185
DACController_1/sclock_counter_cry[30]:D,
DACController_1/sclock_counter_cry[30]:P,-527
DACController_1/sclock_counter_cry[30]:S,185
DACController_1/sclock_counter_cry[30]:UB,
ControlDecoder_1/threshold_buffer[0]:ADn,
ControlDecoder_1/threshold_buffer[0]:ALn,
ControlDecoder_1/threshold_buffer[0]:CLK,1742
ControlDecoder_1/threshold_buffer[0]:D,
ControlDecoder_1/threshold_buffer[0]:EN,-4122
ControlDecoder_1/threshold_buffer[0]:LAT,
ControlDecoder_1/threshold_buffer[0]:Q,1742
ControlDecoder_1/threshold_buffer[0]:SD,
ControlDecoder_1/threshold_buffer[0]:SLn,-849
ControlDecoder_1/instruction[5]:ADn,
ControlDecoder_1/instruction[5]:ALn,
ControlDecoder_1/instruction[5]:CLK,-4178
ControlDecoder_1/instruction[5]:D,
ControlDecoder_1/instruction[5]:EN,-2913
ControlDecoder_1/instruction[5]:LAT,
ControlDecoder_1/instruction[5]:Q,-4178
ControlDecoder_1/instruction[5]:SD,
ControlDecoder_1/instruction[5]:SLn,
ControlDecoder_3/lathed_data_from_hptdc[7]:ADn,
ControlDecoder_3/lathed_data_from_hptdc[7]:ALn,
ControlDecoder_3/lathed_data_from_hptdc[7]:CLK,600
ControlDecoder_3/lathed_data_from_hptdc[7]:D,-2047
ControlDecoder_3/lathed_data_from_hptdc[7]:EN,-4059
ControlDecoder_3/lathed_data_from_hptdc[7]:LAT,
ControlDecoder_3/lathed_data_from_hptdc[7]:Q,600
ControlDecoder_3/lathed_data_from_hptdc[7]:SD,
ControlDecoder_3/lathed_data_from_hptdc[7]:SLn,
flash_freeze_inst/INST_FLASH_FREEZE_IP:FF_TO_START,
DACController_0/temp[3]:ADn,
DACController_0/temp[3]:ALn,
DACController_0/temp[3]:CLK,600
DACController_0/temp[3]:D,-968
DACController_0/temp[3]:EN,-4579
DACController_0/temp[3]:LAT,
DACController_0/temp[3]:Q,600
DACController_0/temp[3]:SD,
DACController_0/temp[3]:SLn,
DACController_1/sclock_counter[27]:ADn,
DACController_1/sclock_counter[27]:ALn,
DACController_1/sclock_counter[27]:CLK,493
DACController_1/sclock_counter[27]:D,-291
DACController_1/sclock_counter[27]:EN,
DACController_1/sclock_counter[27]:LAT,
DACController_1/sclock_counter[27]:Q,493
DACController_1/sclock_counter[27]:SD,
DACController_1/sclock_counter[27]:SLn,-1974
ControlDecoder_0/counter_19_i_o2_1_0[6]:A,-2702
ControlDecoder_0/counter_19_i_o2_1_0[6]:B,-5112
ControlDecoder_0/counter_19_i_o2_1_0[6]:C,
ControlDecoder_0/counter_19_i_o2_1_0[6]:Y,-5112
ccu25_data_2_iobuf[3]/U0/U_IOPAD:D,
ccu25_data_2_iobuf[3]/U0/U_IOPAD:E,
ccu25_data_2_iobuf[3]/U0/U_IOPAD:PAD,
ccu25_data_2_iobuf[3]/U0/U_IOPAD:Y,
DACController_1/un1_sclock_counter15_5_0_a3:A,592
DACController_1/un1_sclock_counter15_5_0_a3:B,-1944
DACController_1/un1_sclock_counter15_5_0_a3:C,-1978
DACController_1/un1_sclock_counter15_5_0_a3:D,-4470
DACController_1/un1_sclock_counter15_5_0_a3:Y,-4470
ControlDecoder_0/counter_RNO[0]:A,-3642
ControlDecoder_0/counter_RNO[0]:B,-2747
ControlDecoder_0/counter_RNO[0]:C,-5113
ControlDecoder_0/counter_RNO[0]:D,-4647
ControlDecoder_0/counter_RNO[0]:Y,-5113
DACController_0/un1_sclock_counter15_1_i_a3:A,530
DACController_0/un1_sclock_counter15_1_i_a3:B,292
DACController_0/un1_sclock_counter15_1_i_a3:C,-895
DACController_0/un1_sclock_counter15_1_i_a3:D,-5688
DACController_0/un1_sclock_counter15_1_i_a3:Y,-5688
JTAG_0/next_TAP_state_srsts_0_0_a2[7]:A,
JTAG_0/next_TAP_state_srsts_0_0_a2[7]:B,627
JTAG_0/next_TAP_state_srsts_0_0_a2[7]:C,-810
JTAG_0/next_TAP_state_srsts_0_0_a2[7]:Y,-810
DACController_1/un1_index_1_N_39_i_i:A,671
DACController_1/un1_index_1_N_39_i_i:B,608
DACController_1/un1_index_1_N_39_i_i:C,512
DACController_1/un1_index_1_N_39_i_i:Y,512
ControlDecoder_3/ccu25_data_temp_10[4]:A,749
ControlDecoder_3/ccu25_data_temp_10[4]:B,
ControlDecoder_3/ccu25_data_temp_10[4]:Y,749
JTAG_3/next_TAP_state_srsts_0_0_0_a2[1]:A,
JTAG_3/next_TAP_state_srsts_0_0_0_a2[1]:B,-554
JTAG_3/next_TAP_state_srsts_0_0_0_a2[1]:C,-1960
JTAG_3/next_TAP_state_srsts_0_0_0_a2[1]:Y,-1960
ccu25_data_3_iobuf[5]/U0/U_IOINFF:A,
ccu25_data_3_iobuf[5]/U0/U_IOINFF:Y,
JTAG_2/next_TAP_state[1]:ADn,
JTAG_2/next_TAP_state[1]:ALn,
JTAG_2/next_TAP_state[1]:CLK,-1810
JTAG_2/next_TAP_state[1]:D,-852
JTAG_2/next_TAP_state[1]:EN,
JTAG_2/next_TAP_state[1]:LAT,
JTAG_2/next_TAP_state[1]:Q,-1810
JTAG_2/next_TAP_state[1]:SD,
JTAG_2/next_TAP_state[1]:SLn,
ControlDecoder_3/un1_instruction46_14_0_3_i_1_2:A,
ControlDecoder_3/un1_instruction46_14_0_3_i_1_2:B,
ControlDecoder_3/un1_instruction46_14_0_3_i_1_2:C,
ControlDecoder_3/un1_instruction46_14_0_3_i_1_2:D,
ControlDecoder_3/un1_instruction46_14_0_3_i_1_2:Y,
ControlDecoder_2/counter_RNIQFCO1[2]:A,
ControlDecoder_2/counter_RNIQFCO1[2]:B,-5020
ControlDecoder_2/counter_RNIQFCO1[2]:C,-5127
ControlDecoder_2/counter_RNIQFCO1[2]:D,-6370
ControlDecoder_2/counter_RNIQFCO1[2]:Y,-6370
ControlDecoder_3/ccu25_strobe_in_5_iv_0_a3_i_o2_2_i_a2:A,-5324
ControlDecoder_3/ccu25_strobe_in_5_iv_0_a3_i_o2_2_i_a2:B,-4182
ControlDecoder_3/ccu25_strobe_in_5_iv_0_a3_i_o2_2_i_a2:Y,-5324
DACController_0/temp[6]:ADn,
DACController_0/temp[6]:ALn,
DACController_0/temp[6]:CLK,600
DACController_0/temp[6]:D,-1439
DACController_0/temp[6]:EN,-4579
DACController_0/temp[6]:LAT,
DACController_0/temp[6]:Q,600
DACController_0/temp[6]:SD,
DACController_0/temp[6]:SLn,
ControlDecoder_3/counter_19_1_0_a2[1]:A,-1292
ControlDecoder_3/counter_19_1_0_a2[1]:B,
ControlDecoder_3/counter_19_1_0_a2[1]:C,-5137
ControlDecoder_3/counter_19_1_0_a2[1]:D,-4133
ControlDecoder_3/counter_19_1_0_a2[1]:Y,-5137
JTAG_3/TAP_state_RNO[3]:A,725
JTAG_3/TAP_state_RNO[3]:B,635
JTAG_3/TAP_state_RNO[3]:C,-537
JTAG_3/TAP_state_RNO[3]:D,473
JTAG_3/TAP_state_RNO[3]:Y,-537
ControlDecoder_0/counter_19_i_a2[0]:A,
ControlDecoder_0/counter_19_i_a2[0]:B,-670
ControlDecoder_0/counter_19_i_a2[0]:C,-4213
ControlDecoder_0/counter_19_i_a2[0]:D,-4647
ControlDecoder_0/counter_19_i_a2[0]:Y,-4647
JTAG_0/next_TAP_state[5]:ADn,
JTAG_0/next_TAP_state[5]:ALn,
JTAG_0/next_TAP_state[5]:CLK,-442
JTAG_0/next_TAP_state[5]:D,-2077
JTAG_0/next_TAP_state[5]:EN,
JTAG_0/next_TAP_state[5]:LAT,
JTAG_0/next_TAP_state[5]:Q,-442
JTAG_0/next_TAP_state[5]:SD,
JTAG_0/next_TAP_state[5]:SLn,
poh_data_3_obuf/U0/U_IOOUTFF:A,
poh_data_3_obuf/U0/U_IOOUTFF:Y,
ControlDecoder_3/instruction_RNO[2]:A,
ControlDecoder_3/instruction_RNO[2]:B,
ControlDecoder_3/instruction_RNO[2]:C,569
ControlDecoder_3/instruction_RNO[2]:D,-3263
ControlDecoder_3/instruction_RNO[2]:Y,-3263
hptdc_get_data_1_obuf/U0/U_IOPAD:D,
hptdc_get_data_1_obuf/U0/U_IOPAD:E,
hptdc_get_data_1_obuf/U0/U_IOPAD:PAD,
ccu25_data_2_iobuf[2]/U0/U_IOPAD:D,
ccu25_data_2_iobuf[2]/U0/U_IOPAD:E,
ccu25_data_2_iobuf[2]/U0/U_IOPAD:PAD,
ccu25_data_2_iobuf[2]/U0/U_IOPAD:Y,
DACController_1/temp_7_cry_7:A,
DACController_1/temp_7_cry_7:B,-1381
DACController_1/temp_7_cry_7:C,-1523
DACController_1/temp_7_cry_7:CC,-1508
DACController_1/temp_7_cry_7:D,
DACController_1/temp_7_cry_7:P,-1523
DACController_1/temp_7_cry_7:S,-1508
DACController_1/temp_7_cry_7:UB,
DACController_0/sclock_counter_cry[23]:A,
DACController_0/sclock_counter_cry[23]:B,-201
DACController_0/sclock_counter_cry[23]:C,
DACController_0/sclock_counter_cry[23]:CC,-430
DACController_0/sclock_counter_cry[23]:D,
DACController_0/sclock_counter_cry[23]:P,-201
DACController_0/sclock_counter_cry[23]:S,-430
DACController_0/sclock_counter_cry[23]:UB,
JTAG_1/get_data:ADn,
JTAG_1/get_data:ALn,
JTAG_1/get_data:CLK,741
JTAG_1/get_data:D,-1182
JTAG_1/get_data:EN,
JTAG_1/get_data:LAT,
JTAG_1/get_data:Q,741
JTAG_1/get_data:SD,
JTAG_1/get_data:SLn,
ControlDecoder_2/instruction_8_i_o4[2]:A,-624
ControlDecoder_2/instruction_8_i_o4[2]:B,-3252
ControlDecoder_2/instruction_8_i_o4[2]:C,-777
ControlDecoder_2/instruction_8_i_o4[2]:Y,-3252
ControlDecoder_1/threshold_buffer[9]:ADn,
ControlDecoder_1/threshold_buffer[9]:ALn,
ControlDecoder_1/threshold_buffer[9]:CLK,1750
ControlDecoder_1/threshold_buffer[9]:D,1742
ControlDecoder_1/threshold_buffer[9]:EN,-4122
ControlDecoder_1/threshold_buffer[9]:LAT,
ControlDecoder_1/threshold_buffer[9]:Q,1750
ControlDecoder_1/threshold_buffer[9]:SD,
ControlDecoder_1/threshold_buffer[9]:SLn,-849
ccu25_data_0_iobuf[5]/U0/U_IOPAD:D,
ccu25_data_0_iobuf[5]/U0/U_IOPAD:E,
ccu25_data_0_iobuf[5]/U0/U_IOPAD:PAD,
ccu25_data_0_iobuf[5]/U0/U_IOPAD:Y,
JTAG_0/next_TAP_state_srsts_0_a2_0_a2[9]:A,725
JTAG_0/next_TAP_state_srsts_0_a2_0_a2[9]:B,
JTAG_0/next_TAP_state_srsts_0_a2_0_a2[9]:Y,725
ControlDecoder_2/data_to_hptdc[6]:ADn,
ControlDecoder_2/data_to_hptdc[6]:ALn,
ControlDecoder_2/data_to_hptdc[6]:CLK,161
ControlDecoder_2/data_to_hptdc[6]:D,
ControlDecoder_2/data_to_hptdc[6]:EN,-5103
ControlDecoder_2/data_to_hptdc[6]:LAT,
ControlDecoder_2/data_to_hptdc[6]:Q,161
ControlDecoder_2/data_to_hptdc[6]:SD,
ControlDecoder_2/data_to_hptdc[6]:SLn,-643
ControlDecoder_1/data_to_hptdc[2]:ADn,
ControlDecoder_1/data_to_hptdc[2]:ALn,
ControlDecoder_1/data_to_hptdc[2]:CLK,161
ControlDecoder_1/data_to_hptdc[2]:D,
ControlDecoder_1/data_to_hptdc[2]:EN,-4076
ControlDecoder_1/data_to_hptdc[2]:LAT,
ControlDecoder_1/data_to_hptdc[2]:Q,161
ControlDecoder_1/data_to_hptdc[2]:SD,
ControlDecoder_1/data_to_hptdc[2]:SLn,-849
ControlDecoder_0/instruction_8_i_o2[2]:A,-3397
ControlDecoder_0/instruction_8_i_o2[2]:B,-674
ControlDecoder_0/instruction_8_i_o2[2]:Y,-3397
DACController_1/cache1[9]:ADn,
DACController_1/cache1[9]:ALn,
DACController_1/cache1[9]:CLK,
DACController_1/cache1[9]:D,1734
DACController_1/cache1[9]:EN,-5705
DACController_1/cache1[9]:LAT,
DACController_1/cache1[9]:Q,
DACController_1/cache1[9]:SD,
DACController_1/cache1[9]:SLn,
DACController_0/sclock_counter_cry[29]:A,
DACController_0/sclock_counter_cry[29]:B,-311
DACController_0/sclock_counter_cry[29]:C,
DACController_0/sclock_counter_cry[29]:CC,111
DACController_0/sclock_counter_cry[29]:D,
DACController_0/sclock_counter_cry[29]:P,-311
DACController_0/sclock_counter_cry[29]:S,111
DACController_0/sclock_counter_cry[29]:UB,
ControlDecoder_1/run_number_1_sqmuxa_0_o2:A,-1572
ControlDecoder_1/run_number_1_sqmuxa_0_o2:B,-2918
ControlDecoder_1/run_number_1_sqmuxa_0_o2:C,-1652
ControlDecoder_1/run_number_1_sqmuxa_0_o2:D,-1740
ControlDecoder_1/run_number_1_sqmuxa_0_o2:Y,-2918
JTAG_2/tdo_pad_o_2_7_ns:A,-2974
JTAG_2/tdo_pad_o_2_7_ns:B,-550
JTAG_2/tdo_pad_o_2_7_ns:C,-3098
JTAG_2/tdo_pad_o_2_7_ns:Y,-3098
JTAG_1/next_TAP_state_srsts_0_a2[9]:A,725
JTAG_1/next_TAP_state_srsts_0_a2[9]:B,
JTAG_1/next_TAP_state_srsts_0_a2[9]:Y,725
DACController_0/sclock_counter[25]:ADn,
DACController_0/sclock_counter[25]:ALn,
DACController_0/sclock_counter[25]:CLK,-5440
DACController_0/sclock_counter[25]:D,-251
DACController_0/sclock_counter[25]:EN,
DACController_0/sclock_counter[25]:LAT,
DACController_0/sclock_counter[25]:Q,-5440
DACController_0/sclock_counter[25]:SD,
DACController_0/sclock_counter[25]:SLn,-1974
ControlDecoder_1/ccu25_data_temp[2]:ADn,
ControlDecoder_1/ccu25_data_temp[2]:ALn,
ControlDecoder_1/ccu25_data_temp[2]:CLK,741
ControlDecoder_1/ccu25_data_temp[2]:D,-605
ControlDecoder_1/ccu25_data_temp[2]:EN,-4070
ControlDecoder_1/ccu25_data_temp[2]:LAT,
ControlDecoder_1/ccu25_data_temp[2]:Q,741
ControlDecoder_1/ccu25_data_temp[2]:SD,
ControlDecoder_1/ccu25_data_temp[2]:SLn,
ControlDecoder_3/counter_19_1_0_o2_1[5]:A,-2872
ControlDecoder_3/counter_19_1_0_o2_1[5]:B,-2963
ControlDecoder_3/counter_19_1_0_o2_1[5]:C,-3023
ControlDecoder_3/counter_19_1_0_o2_1[5]:D,-3108
ControlDecoder_3/counter_19_1_0_o2_1[5]:Y,-3108
ControlDecoder_0/ccu25_strobe_in_RNO:A,679
ControlDecoder_0/ccu25_strobe_in_RNO:B,-4926
ControlDecoder_0/ccu25_strobe_in_RNO:C,
ControlDecoder_0/ccu25_strobe_in_RNO:D,
ControlDecoder_0/ccu25_strobe_in_RNO:Y,-4926
JTAG_1/loop_counter[0]:ADn,
JTAG_1/loop_counter[0]:ALn,
JTAG_1/loop_counter[0]:CLK,-3274
JTAG_1/loop_counter[0]:D,-3274
JTAG_1/loop_counter[0]:EN,
JTAG_1/loop_counter[0]:LAT,
JTAG_1/loop_counter[0]:Q,-3274
JTAG_1/loop_counter[0]:SD,
JTAG_1/loop_counter[0]:SLn,
JTAG_3/ir_loop:ADn,
JTAG_3/ir_loop:ALn,
JTAG_3/ir_loop:CLK,-327
JTAG_3/ir_loop:D,1734
JTAG_3/ir_loop:EN,454
JTAG_3/ir_loop:LAT,
JTAG_3/ir_loop:Q,-327
JTAG_3/ir_loop:SD,
JTAG_3/ir_loop:SLn,
DACController_1/index[1]:ADn,
DACController_1/index[1]:ALn,
DACController_1/index[1]:CLK,-1852
DACController_1/index[1]:D,608
DACController_1/index[1]:EN,-5688
DACController_1/index[1]:LAT,
DACController_1/index[1]:Q,-1852
DACController_1/index[1]:SD,
DACController_1/index[1]:SLn,
ControlDecoder_0/instruction45_RNICP94_0:A,-1931
ControlDecoder_0/instruction45_RNICP94_0:B,
ControlDecoder_0/instruction45_RNICP94_0:Y,-1931
dac_sync_0_obuf/U0/U_IOENFF:A,
dac_sync_0_obuf/U0/U_IOENFF:Y,
ControlDecoder_2/instruction_RNO[0]:A,
ControlDecoder_2/instruction_RNO[0]:B,
ControlDecoder_2/instruction_RNO[0]:C,-626
ControlDecoder_2/instruction_RNO[0]:D,-924
ControlDecoder_2/instruction_RNO[0]:Y,-924
ControlDecoder_0/counter_19_i_0[5]:A,
ControlDecoder_0/counter_19_i_0[5]:B,-3951
ControlDecoder_0/counter_19_i_0[5]:C,-5328
ControlDecoder_0/counter_19_i_0[5]:D,-6555
ControlDecoder_0/counter_19_i_0[5]:Y,-6555
JTAG_1/tms_pad_o_6_i_1:A,-328
JTAG_1/tms_pad_o_6_i_1:B,-377
JTAG_1/tms_pad_o_6_i_1:C,-495
JTAG_1/tms_pad_o_6_i_1:D,-587
JTAG_1/tms_pad_o_6_i_1:Y,-587
DACController_1/sclock_counter[25]:ADn,
DACController_1/sclock_counter[25]:ALn,
DACController_1/sclock_counter[25]:CLK,-5440
DACController_1/sclock_counter[25]:D,-251
DACController_1/sclock_counter[25]:EN,
DACController_1/sclock_counter[25]:LAT,
DACController_1/sclock_counter[25]:Q,-5440
DACController_1/sclock_counter[25]:SD,
DACController_1/sclock_counter[25]:SLn,-1974
ControlDecoder_2/counter_19_1_i_a4_0_0[6]:A,
ControlDecoder_2/counter_19_1_i_a4_0_0[6]:B,
ControlDecoder_2/counter_19_1_i_a4_0_0[6]:C,
ControlDecoder_2/counter_19_1_i_a4_0_0[6]:Y,
ControlDecoder_2/run_number_buffer[4]:ADn,
ControlDecoder_2/run_number_buffer[4]:ALn,
ControlDecoder_2/run_number_buffer[4]:CLK,1750
ControlDecoder_2/run_number_buffer[4]:D,
ControlDecoder_2/run_number_buffer[4]:EN,-4042
ControlDecoder_2/run_number_buffer[4]:LAT,
